entryId,action,beforeTerm,afterTerm,changedFields,before,after,reason,source,confirmedOn,claimScope,history,audio
concept-0022,Retained after audit,Found Semantic Compression,Found Semantic Compression,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Found Semantic Compression"", ""jp"": ""発見された意味圧縮"", ""layer"": ""E7 × E8"", ""frameworkStatus"": ""Alpha 6.0 Operational"", ""guidance"": ""現実空間にすでに蓄積された意味を、作品が『発見して使う』こととして見る。"", ""primer"": ""現実の建築や街に蓄積された歴史・文化を、作品が映像内の意味として利用する場合を扱います。"", ""process"": ""場所や物が持つ歴史・階級・文化・時間の情報を認識し、それが説明なしに映像へ圧縮される過程を読む。"", ""integration"": ""Location Semantics、Visual Semantics、Historical Context、Cultural Memoryが重なる。新しく意味を作るというより、現実にある意味密度を選択し映像言語化する。"", ""formation"": ""現実に蓄積された意味構造を発見し、それを映像言語へ圧縮変換する機構。"", ""publicDefinition"": ""現実の場所・建築・物体が既に保持する意味密度を作品が選択利用する、Visual Semanticsの補助概念。""}","{""term"": ""Found Semantic Compression"", ""jp"": ""発見された意味圧縮"", ""layer"": ""E7 × E8"", ""frameworkStatus"": ""Alpha 6.0 Operational"", ""guidance"": ""現実空間にすでに蓄積された意味を、作品が『発見して使う』こととして見る。"", ""primer"": ""現実の建築や街に蓄積された歴史・文化を、作品が映像内の意味として利用する場合を扱います。"", ""process"": ""場所や物が持つ歴史・階級・文化・時間の情報を認識し、それが説明なしに映像へ圧縮される過程を読む。"", ""integration"": ""Location Semantics、Visual Semantics、Historical Context、Cultural Memoryが重なる。新しく意味を作るというより、現実にある意味密度を選択し映像言語化する。"", ""formation"": ""現実に蓄積された意味構造を発見し、それを映像言語へ圧縮変換する機構。"", ""publicDefinition"": ""現実の場所・建築・物体が既に保持する意味密度を作品が選択利用する、Visual Semanticsの補助概念。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0023,Retained after audit,Symbolic Location,Symbolic Location,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Symbolic Location"", ""jp"": ""象徴的場所"", ""layer"": ""Level 1"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所が一つの分かりやすい記号として機能する段階。"", ""primer"": ""Location SemanticsのLevel 1。場所が、意味をすぐに連想できる記号として働く場合です。"", ""process"": ""場所を見て、都市・国家・権力・学校など一義的な象徴を読み取る。"", ""integration"": ""Location Semanticsの最初の段階。意味はあるが認知変換は限定的。"", ""formation"": ""場所が象徴記号として直接的な意味を伝える段階。"", ""publicDefinition"": ""Location Semantics Level 1。""}","{""term"": ""Symbolic Location"", ""jp"": ""象徴的場所"", ""layer"": ""Level 1"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所が一つの分かりやすい記号として機能する段階。"", ""primer"": ""Location SemanticsのLevel 1。場所が、意味をすぐに連想できる記号として働く場合です。"", ""process"": ""場所を見て、都市・国家・権力・学校など一義的な象徴を読み取る。"", ""integration"": ""Location Semanticsの最初の段階。意味はあるが認知変換は限定的。"", ""formation"": ""場所が象徴記号として直接的な意味を伝える段階。"", ""publicDefinition"": ""Location Semantics Level 1。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0024,Retained after audit,Atmospheric Location,Atmospheric Location,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Atmospheric Location"", ""jp"": ""雰囲気形成場所"", ""layer"": ""Level 2"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所が作品の空気・時代感・感情を形成する段階。"", ""primer"": ""Location SemanticsのLevel 2。場所が、雰囲気や時代感を伝える場合です。"", ""process"": ""光、質感、建築、天候、音響などから説明以前の雰囲気を受け取る。"", ""integration"": ""Symbolic Locationを超え、情動・時代感との接続が生まれる。"", ""formation"": ""場所が雰囲気と感情的文脈を持続的に形成する段階。"", ""publicDefinition"": ""Location Semantics Level 2。""}","{""term"": ""Atmospheric Location"", ""jp"": ""雰囲気形成場所"", ""layer"": ""Level 2"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所が作品の空気・時代感・感情を形成する段階。"", ""primer"": ""Location SemanticsのLevel 2。場所が、雰囲気や時代感を伝える場合です。"", ""process"": ""光、質感、建築、天候、音響などから説明以前の雰囲気を受け取る。"", ""integration"": ""Symbolic Locationを超え、情動・時代感との接続が生まれる。"", ""formation"": ""場所が雰囲気と感情的文脈を持続的に形成する段階。"", ""publicDefinition"": ""Location Semantics Level 2。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0025,Retained after audit,Narrative Location,Narrative Location,relations / productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Narrative Location"", ""jp"": ""物語機能場所"", ""layer"": ""Level 3"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所が物語の出来事や因果を動かす段階。"", ""primer"": ""Location SemanticsのLevel 3。場所の条件が、出来事や人物の行動を動かす場合です。"", ""process"": ""その場所でなければ成立しない出来事・移動・対立・発見があるかを見る。"", ""integration"": ""Narrative ArchitectureとLocation Semanticsが明確に結合する。"", ""formation"": ""場所そのものが物語の因果・行動・情報展開に参加する段階。"", ""publicDefinition"": ""Location Semantics Level 3。""}","{""term"": ""Narrative Location"", ""jp"": ""物語機能場所"", ""layer"": ""Level 3"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所が物語の出来事や因果を動かす段階。"", ""primer"": ""Location SemanticsのLevel 3。場所の条件が、出来事や人物の行動を動かす場合です。"", ""process"": ""その場所でなければ成立しない出来事・移動・対立・発見があるかを見る。"", ""integration"": ""Narrative ArchitectureとLocation Semanticsが明確に結合する。"", ""formation"": ""場所そのものが物語の因果・行動・情報展開に参加する段階。"", ""publicDefinition"": ""Location Semantics Level 3。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0026,Retained after audit,Semantic Location,Semantic Location,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Semantic Location"", ""jp"": ""意味生成場所"", ""layer"": ""Level 4"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所が複数の意味層を同時に保持する段階。"", ""primer"": ""Location SemanticsのLevel 4。場所が、歴史・社会・人物など複数の意味を担う場合です。"", ""process"": ""歴史、階級、文化、人物、物語が同一空間で重なり、説明なしに意味を生成するかを見る。"", ""integration"": ""Found Semantic Compressionと強く接続。E7 Visual SemanticsとE8 Semantic Integrationの横断領域。"", ""formation"": ""場所が複数の文脈を統合し、作品の意味構造を形成する段階。"", ""publicDefinition"": ""Location Semantics Level 4。""}","{""term"": ""Semantic Location"", ""jp"": ""意味生成場所"", ""layer"": ""Level 4"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所が複数の意味層を同時に保持する段階。"", ""primer"": ""Location SemanticsのLevel 4。場所が、歴史・社会・人物など複数の意味を担う場合です。"", ""process"": ""歴史、階級、文化、人物、物語が同一空間で重なり、説明なしに意味を生成するかを見る。"", ""integration"": ""Found Semantic Compressionと強く接続。E7 Visual SemanticsとE8 Semantic Integrationの横断領域。"", ""formation"": ""場所が複数の文脈を統合し、作品の意味構造を形成する段階。"", ""publicDefinition"": ""Location Semantics Level 4。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0027,Retained after audit,Cognitive Location,Cognitive Location,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Cognitive Location"", ""jp"": ""認知変換場所"", ""layer"": ""Level 5"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所を見ることで、視聴者の世界認識そのものが変わる段階。"", ""primer"": ""Location SemanticsのLevel 5。場所を通じて、世界の捉え方そのものが変化する場合です。"", ""process"": ""場所を単なる舞台としてではなく、歴史・社会・文化の構造を理解する認知装置として読み直す。"", ""integration"": ""Location Semanticsの最上位補助レベル。Cognitive Plasticity、Found Semantic Compression、Cultural Genesisと接続。"", ""formation"": ""場所が視聴者の認識モデルを再構成する認知装置として機能する段階。"", ""publicDefinition"": ""Location Semantics Level 5。""}","{""term"": ""Cognitive Location"", ""jp"": ""認知変換場所"", ""layer"": ""Level 5"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""場所を見ることで、視聴者の世界認識そのものが変わる段階。"", ""primer"": ""Location SemanticsのLevel 5。場所を通じて、世界の捉え方そのものが変化する場合です。"", ""process"": ""場所を単なる舞台としてではなく、歴史・社会・文化の構造を理解する認知装置として読み直す。"", ""integration"": ""Location Semanticsの最上位補助レベル。Cognitive Plasticity、Found Semantic Compression、Cultural Genesisと接続。"", ""formation"": ""場所が視聴者の認識モデルを再構成する認知装置として機能する段階。"", ""publicDefinition"": ""Location Semantics Level 5。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0028,Retained after audit,Cultural Genesis,Cultural Genesis,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Cultural Genesis"", ""jp"": ""文化生成"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Alpha 6.0 Operational"", ""guidance"": ""文化を完成品ではなく、時間をかけて場所・制度・習慣から生成されるものとして見る。"", ""primer"": ""文化的な特徴が、土地・制度・生活習慣から形成される過程を扱います。"", ""process"": ""建築、生活、歴史、反復行動、制度が長期に蓄積し、その場所固有の文化感覚を作る過程を追う。"", ""integration"": ""Cultural Smell、Location Semantics、Found Semantic Compressionと接続。"", ""formation"": ""長期的な生活・歴史・空間の蓄積から、場所固有の文化的意味が生成される過程。"", ""publicDefinition"": ""場所と時間の蓄積から文化的意味が形成される過程を表す補助概念。""}","{""term"": ""Cultural Genesis"", ""jp"": ""文化生成"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Alpha 6.0 Operational"", ""guidance"": ""文化を完成品ではなく、時間をかけて場所・制度・習慣から生成されるものとして見る。"", ""primer"": ""文化的な特徴が、土地・制度・生活習慣から形成される過程を扱います。"", ""process"": ""建築、生活、歴史、反復行動、制度が長期に蓄積し、その場所固有の文化感覚を作る過程を追う。"", ""integration"": ""Cultural Smell、Location Semantics、Found Semantic Compressionと接続。"", ""formation"": ""長期的な生活・歴史・空間の蓄積から、場所固有の文化的意味が生成される過程。"", ""publicDefinition"": ""場所と時間の蓄積から文化的意味が形成される過程を表す補助概念。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0029,Retained after audit,Cultural Smell,Cultural Smell,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Cultural Smell"", ""jp"": ""文化の匂い"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Alpha 6.0 Operational"", ""guidance"": ""文化を説明される前に『場所の繊維から滲み出るように感じる』現象として捉える。"", ""primer"": ""明示的な説明より先に、空間や生活の細部から文化を感じ取る現象を扱います。"", ""process"": ""建築・音・生活痕跡・歴史・人々の振る舞いを統合し、明示されない文化的密度を感知する。"", ""integration"": ""Cultural GenesisのOutcomeとして扱い、Location SemanticsやAtmospheric Locationより広い文化認知へ接続する。"", ""formation"": ""場所に長期蓄積された文化が、説明以前の感覚として知覚される現象。"", ""publicDefinition"": ""場所に蓄積された文化的意味が直感的に知覚される現象を表す実験概念。""}","{""term"": ""Cultural Smell"", ""jp"": ""文化の匂い"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Alpha 6.0 Operational"", ""guidance"": ""文化を説明される前に『場所の繊維から滲み出るように感じる』現象として捉える。"", ""primer"": ""明示的な説明より先に、空間や生活の細部から文化を感じ取る現象を扱います。"", ""process"": ""建築・音・生活痕跡・歴史・人々の振る舞いを統合し、明示されない文化的密度を感知する。"", ""integration"": ""Cultural GenesisのOutcomeとして扱い、Location SemanticsやAtmospheric Locationより広い文化認知へ接続する。"", ""formation"": ""場所に長期蓄積された文化が、説明以前の感覚として知覚される現象。"", ""publicDefinition"": ""場所に蓄積された文化的意味が直感的に知覚される現象を表す実験概念。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0030,Retained after audit,Comprehensibility-Convergence Bias,Comprehensibility-Convergence Bias,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Comprehensibility-Convergence Bias"", ""jp"": ""理解容易性収束バイアス"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""『分かりやすくする圧力』が、複数解釈や複雑性を一つの理解へ収束させる現象を見る。"", ""primer"": ""分かりやすさを優先することで、解釈の幅や必要な複雑さが失われる場合を診断します。"", ""process"": ""説明・放送環境・対象視聴者への配慮が、曖昧性や構造的複雑性を削っていないかを確認する。"", ""integration"": ""Complexity Erasure、Public-Service Accessibility、Broadcast/Narrowcast環境と接続。"", ""formation"": ""理解容易性を高める過程で、解釈の複数性や認知的複雑性が過度に収束するバイアス。"", ""publicDefinition"": ""作品の理解容易性が高度化を抑制する可能性を分析する横断診断概念。""}","{""term"": ""Comprehensibility-Convergence Bias"", ""jp"": ""理解容易性収束バイアス"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""『分かりやすくする圧力』が、複数解釈や複雑性を一つの理解へ収束させる現象を見る。"", ""primer"": ""分かりやすさを優先することで、解釈の幅や必要な複雑さが失われる場合を診断します。"", ""process"": ""説明・放送環境・対象視聴者への配慮が、曖昧性や構造的複雑性を削っていないかを確認する。"", ""integration"": ""Complexity Erasure、Public-Service Accessibility、Broadcast/Narrowcast環境と接続。"", ""formation"": ""理解容易性を高める過程で、解釈の複数性や認知的複雑性が過度に収束するバイアス。"", ""publicDefinition"": ""作品の理解容易性が高度化を抑制する可能性を分析する横断診断概念。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0031,Retained after audit,Metaphor Debt,Metaphor Debt,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Metaphor Debt"", ""jp"": ""メタファー負債"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""分かりやすい比喩が、現実の複雑性を誤った単純モデルへ固定するコストを見る。"", ""primer"": ""便利な比喩を現実そのものだと思い込み、後の理解にずれが生じる場合を診断します。"", ""process"": ""比喩が何を見せ、何を隠し、どこで因果関係を誤解させるかを検証する。"", ""integration"": ""Premature Causal Closure、Complexity Erasure、Liberal Arts modelの対抗対象。"", ""formation"": ""説明を容易にする比喩が、後の精密理解を妨げる認知的負債。"", ""publicDefinition"": ""教育・SF・説明型作品の認知的単純化を診断する補助概念。""}","{""term"": ""Metaphor Debt"", ""jp"": ""メタファー負債"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""分かりやすい比喩が、現実の複雑性を誤った単純モデルへ固定するコストを見る。"", ""primer"": ""便利な比喩を現実そのものだと思い込み、後の理解にずれが生じる場合を診断します。"", ""process"": ""比喩が何を見せ、何を隠し、どこで因果関係を誤解させるかを検証する。"", ""integration"": ""Premature Causal Closure、Complexity Erasure、Liberal Arts modelの対抗対象。"", ""formation"": ""説明を容易にする比喩が、後の精密理解を妨げる認知的負債。"", ""publicDefinition"": ""教育・SF・説明型作品の認知的単純化を診断する補助概念。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0032,Retained after audit,Premature Causal Closure,Premature Causal Closure,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Premature Causal Closure"", ""jp"": ""早すぎる因果閉鎖"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""十分な検討前に『原因はこれ』と因果を閉じてしまう現象を見る。"", ""primer"": ""ほかの原因や条件を検討する前に、一つの原因で説明を終える場合を診断します。"", ""process"": ""代替原因、条件、反証可能性が残っているかを確認する。"", ""integration"": ""Metaphor Debt、Complexity Erasure、Uncertainty Preservationの対抗概念。"", ""formation"": ""複雑な現象を十分な比較・反証なしに単一因果へ固定する認知的閉鎖。"", ""publicDefinition"": ""認知高度化を妨げる因果推論上の診断概念。""}","{""term"": ""Premature Causal Closure"", ""jp"": ""早すぎる因果閉鎖"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""十分な検討前に『原因はこれ』と因果を閉じてしまう現象を見る。"", ""primer"": ""ほかの原因や条件を検討する前に、一つの原因で説明を終える場合を診断します。"", ""process"": ""代替原因、条件、反証可能性が残っているかを確認する。"", ""integration"": ""Metaphor Debt、Complexity Erasure、Uncertainty Preservationの対抗概念。"", ""formation"": ""複雑な現象を十分な比較・反証なしに単一因果へ固定する認知的閉鎖。"", ""publicDefinition"": ""認知高度化を妨げる因果推論上の診断概念。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0033,Retained after audit,Complexity Erasure,Complexity Erasure,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Complexity Erasure"", ""jp"": ""複雑性消去"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""説明の便利さのために、現実に必要な複雑性が消されていないかを見る。"", ""primer"": ""説明を単純にする過程で、対象を理解するのに必要な違いや関係まで消える場合を診断します。"", ""process"": ""例外、複数因果、時間差、制度、利害関係者が省略されていないか確認する。"", ""integration"": ""Comprehensibility-Convergence Bias、Metaphor Debt、Low Recognition Resolutionと接続。"", ""formation"": ""理解を簡単にする代償として、現実を理解するために必要な複雑性が除去される現象。"", ""publicDefinition"": ""作品や説明の認知解像度を診断する補助概念。""}","{""term"": ""Complexity Erasure"", ""jp"": ""複雑性消去"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""説明の便利さのために、現実に必要な複雑性が消されていないかを見る。"", ""primer"": ""説明を単純にする過程で、対象を理解するのに必要な違いや関係まで消える場合を診断します。"", ""process"": ""例外、複数因果、時間差、制度、利害関係者が省略されていないか確認する。"", ""integration"": ""Comprehensibility-Convergence Bias、Metaphor Debt、Low Recognition Resolutionと接続。"", ""formation"": ""理解を簡単にする代償として、現実を理解するために必要な複雑性が除去される現象。"", ""publicDefinition"": ""作品や説明の認知解像度を診断する補助概念。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0034,Retained after audit,Low Recognition Resolution,Low Recognition Resolution,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Low Recognition Resolution"", ""jp"": ""低認識解像度"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""対象を区別する粒度が粗く、異なるものを同じものとして処理してしまう状態を見る。"", ""primer"": ""異なる立場や現象を大まかな一種類にまとめ、違いを見落とす場合を診断します。"", ""process"": ""Distinctionが不足し、比較・因果・文脈の差を識別できているか確認する。"", ""integration"": ""Complexity Erasureの結果として生じやすく、Liberal Arts modelのRecognition Resolution toward Realityと対置。"", ""formation"": ""現実の差異・関係・条件を十分に区別できない粗い認識状態。"", ""publicDefinition"": ""認知高度化の不足を記述する診断概念。""}","{""term"": ""Low Recognition Resolution"", ""jp"": ""低認識解像度"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Diagnostic"", ""guidance"": ""対象を区別する粒度が粗く、異なるものを同じものとして処理してしまう状態を見る。"", ""primer"": ""異なる立場や現象を大まかな一種類にまとめ、違いを見落とす場合を診断します。"", ""process"": ""Distinctionが不足し、比較・因果・文脈の差を識別できているか確認する。"", ""integration"": ""Complexity Erasureの結果として生じやすく、Liberal Arts modelのRecognition Resolution toward Realityと対置。"", ""formation"": ""現実の差異・関係・条件を十分に区別できない粗い認識状態。"", ""publicDefinition"": ""認知高度化の不足を記述する診断概念。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0035,Retained after audit,Liberal Arts Model,Liberal Arts Model,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Liberal Arts Model"", ""jp"": ""教養による認知高度化モデル"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""教養を知識量ではなく、区別・文脈化・比較・因果分析・不確実性保持を可能にする認知基盤として見る。"", ""primer"": ""教養を、知識の蓄積に加えて、区別・比較・検証を支える認知の基盤として扱います。"", ""process"": ""Distinction ▶︎ Contextualisation ▶︎ Comparison ▶︎ Causal-Structural Analysis ▶︎ Uncertainty Recognition and Preservation と進む。"", ""integration"": ""Metaphor Debt、Premature Causal Closure、Complexity Erasure、Low Recognition Resolutionへの対抗モデル。"", ""formation"": ""複雑な現実を単純化せず、高い認識解像度と自律的判断へ導く認知基盤。"", ""publicDefinition"": ""Beta 0.1へ組み込む補助理論候補。""}","{""term"": ""Liberal Arts Model"", ""jp"": ""教養による認知高度化モデル"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""教養を知識量ではなく、区別・文脈化・比較・因果分析・不確実性保持を可能にする認知基盤として見る。"", ""primer"": ""教養を、知識の蓄積に加えて、区別・比較・検証を支える認知の基盤として扱います。"", ""process"": ""Distinction ▶︎ Contextualisation ▶︎ Comparison ▶︎ Causal-Structural Analysis ▶︎ Uncertainty Recognition and Preservation と進む。"", ""integration"": ""Metaphor Debt、Premature Causal Closure、Complexity Erasure、Low Recognition Resolutionへの対抗モデル。"", ""formation"": ""複雑な現実を単純化せず、高い認識解像度と自律的判断へ導く認知基盤。"", ""publicDefinition"": ""Beta 0.1へ組み込む補助理論候補。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
concept-0036,Retained after audit,Distinction,Distinction,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus / formulaStatus,"{""term"": ""Distinction"", ""jp"": ""区別"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""似ているものの差を見分ける最初の認知操作。"", ""primer"": ""概念を理解する出発点として、似たもの同士の違いを見分ける操作を扱います。"", ""process"": ""対象間の境界・条件・機能差を取り出す。"", ""integration"": ""Liberal Arts modelの起点。Low Recognition Resolutionへの直接的対抗。"", ""formation"": ""対象間の意味ある差異を識別し、認知解像度を上げる操作。"", ""publicDefinition"": ""Liberal Arts認知連鎖の第一操作。""}","{""term"": ""Distinction"", ""jp"": ""区別"", ""layer"": ""Cross-Layer"", ""frameworkStatus"": ""Future Candidate"", ""guidance"": ""似ているものの差を見分ける最初の認知操作。"", ""primer"": ""概念を理解する出発点として、似たもの同士の違いを見分ける操作を扱います。"", ""process"": ""対象間の境界・条件・機能差を取り出す。"", ""integration"": ""Liberal Arts modelの起点。Low Recognition Resolutionへの直接的対抗。"", ""formation"": ""対象間の意味ある差異を識別し、認知解像度を上げる操作。"", ""publicDefinition"": ""Liberal Arts認知連鎖の第一操作。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
